Time,Product,GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],Data,GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh]
2023-03-17,POS_033,134,1214.95,15000
2023-03-17,POS_034,134,1177.52,15000
2023-03-17,POS_035,134,1178.55,15000
2023-03-17,POS_036,134,1174.61,15000
2023-03-17,POS_037,134,1174.01,15000
2023-03-17,POS_038,134,1173.72,15000
2023-03-17,POS_039,134,1173.12,15000
2023-03-17,POS_040,134,1172.96,15000
2023-03-17,POS_041,134,1192.17,15000
2023-03-17,POS_042,134,1191,15000
2023-03-17,POS_043,134,1191.63,15000
2023-03-17,POS_044,117.2,1191.25,15000
2023-03-17,POS_045,134,1193.26,15000
2023-03-17,POS_046,134,1193.07,15000
2023-03-17,POS_047,134,1192.65,15000
2023-03-17,POS_048,169.76,999.5,15000
2023-03-17,POS_049,134,939.6,15000
2023-03-17,POS_050,134,926.56,15000
2023-03-17,POS_051,134,921.31,15000
2023-03-17,POS_052,134,919.71,15000
2023-03-17,POS_053,134,920.16,15000
2023-03-17,POS_054,134,919.62,15000
2023-03-17,POS_055,134,919.44,15000
2023-03-17,POS_056,134,919.29,15000
2023-03-17,POS_057,134,919.17,15000
2023-03-17,POS_058,134,919.74,15000
2023-03-17,POS_059,134,919.71,15000
2023-03-17,POS_060,134,920.52,15000
2023-03-17,POS_061,134,920.19,15000
2023-03-17,POS_062,134,919.43,15000
2023-03-17,POS_063,134,921.08,15000
2023-03-17,POS_064,134,923.58,15000
2023-03-17,POS_065,134,1378.95,15000
2023-03-17,POS_066,134,1391.77,15000
2023-03-17,POS_067,134,1391.38,15000
2023-03-17,POS_068,134,1846.76,15000
2023-03-17,POS_069,134,1466.18,15000
2023-03-17,POS_070,134,2584.88,15000
2023-03-17,POS_071,134,1916.34,15000
2023-03-17,POS_072,134,1736.17,15000
2023-03-17,POS_073,134,1582.91,15000
2023-03-17,POS_074,134,1655.25,15000
2023-03-17,POS_075,134,1679.87,15000
2023-03-17,POS_076,134,1563.11,15000
2023-03-17,POS_077,134,1495.81,15000
2023-03-17,POS_078,134,1478.79,15000
2023-03-17,POS_079,188,1469.78,15000
2023-03-17,POS_080,189.32,1461.82,15000
2023-03-17,POS_081,189,746.01,15000
2023-03-17,POS_082,189,716.43,15000
2023-03-17,POS_083,189,1254.91,15000
2023-03-17,POS_084,190.29,718.02,15000
2023-03-17,POS_085,191,700.33,15000
2023-03-17,POS_086,192.34,698.87,15000
2023-03-17,POS_087,191,695.77,15000
2023-03-17,POS_088,191,678.02,15000
2023-03-17,POS_089,191,684.7,15000
2023-03-17,POS_090,192.53,691.83,15000
2023-03-17,POS_091,191,692.06,15000
2023-03-17,POS_092,191,692.16,15000
2023-03-17,POS_093,191,691.88,15000
2023-03-17,POS_094,191,692.01,15000
2023-03-17,POS_095,191,692.02,15000
2023-03-17,POS_096,191,691.93,15000
2023-03-18,POS_001,193.34,756.58,15000
2023-03-18,POS_002,193.34,777.81,15000
2023-03-18,POS_003,193.34,765.25,15000
2023-03-18,POS_004,193.25,757.91,15000
2023-03-18,POS_005,193.3,786.16,15000
2023-03-18,POS_006,180,776.68,15000
2023-03-18,POS_007,149,767.58,15000
2023-03-18,POS_008,149,751.81,15000
2023-03-18,POS_009,149,731.1,15000
2023-03-18,POS_010,149,731.38,15000
2023-03-18,POS_011,149,731.06,15000
2023-03-18,POS_012,149,730.89,15000
2023-03-18,POS_013,149,731.84,15000
2023-03-18,POS_014,149,732.05,15000
2023-03-18,POS_015,149,731.94,15000
2023-03-18,POS_016,149,732.59,15000
2023-03-18,POS_017,149,677.3,15000
2023-03-18,POS_018,149,679.73,15000
2023-03-18,POS_019,149,680.12,15000
2023-03-18,POS_020,149,680.13,15000
2023-03-18,POS_021,149,679.87,15000
2023-03-18,POS_022,149,679.71,15000
2023-03-18,POS_023,149,679.68,15000
2023-03-18,POS_024,149,679.32,15000
2023-03-18,POS_025,191.34,684.01,15000
2023-03-18,POS_026,191.34,686.29,15000
2023-03-18,POS_027,191.34,686.22,15000
2023-03-18,POS_028,134,685.64,15000
2023-03-18,POS_029,134,683.27,15000
2023-03-18,POS_030,134,681.52,15000
2023-03-18,POS_031,134,687.88,15000
2023-03-18,POS_032,134,693.19,15000
2023-03-18,POS_033,134,595.14,15000
2023-03-18,POS_034,134,566.71,15000
2023-03-18,POS_035,134,565.78,15000
2023-03-18,POS_036,134,566.5,15000
2023-03-18,POS_037,134,566.58,15000
2023-03-18,POS_038,134,566.34,15000
2023-03-18,POS_039,134,613.61,15000
2023-03-18,POS_040,134,565.39,15000
2023-03-18,POS_041,134,1932.1,15000
2023-03-18,POS_042,134,2081.52,15000
2023-03-18,POS_043,134,2864.19,15000
2023-03-18,POS_044,134,2631.4,15000
2023-03-18,POS_045,134,5552.66,15000
2023-03-18,POS_046,134,1818.2,15000
2023-03-18,POS_047,134,971.41,15000
2023-03-18,POS_048,134,705.17,15000
2023-03-18,POS_049,134,753.18,15000
2023-03-18,POS_050,134,804.2,15000
2023-03-18,POS_051,134,804.07,15000
2023-03-18,POS_052,134,804.76,15000
2023-03-18,POS_053,134,803.65,15000
2023-03-18,POS_054,134,802.51,15000
2023-03-18,POS_055,134,804.39,15000
2023-03-18,POS_056,134,804.29,15000
2023-03-18,POS_057,134,804.07,15000
2023-03-18,POS_058,134,805,15000
2023-03-18,POS_059,134,805.22,15000
2023-03-18,POS_060,134,804.4,15000
2023-03-18,POS_061,134,805.42,15000
2023-03-18,POS_062,134,810.43,15000
2023-03-18,POS_063,134,810.94,15000
2023-03-18,POS_064,134,810.99,15000
2023-03-18,POS_065,134,852.5,15000
2023-03-18,POS_066,134,859.18,15000
2023-03-18,POS_067,134,911.04,15000
2023-03-18,POS_068,134,932.9,15000
2023-03-18,POS_069,134,883.83,15000
2023-03-18,POS_070,134,888.32,15000
2023-03-18,POS_071,134,919.85,15000
2023-03-18,POS_072,134,932.17,15000
2023-03-18,POS_073,134,935.25,15000
2023-03-18,POS_074,134,936.08,15000
2023-03-18,POS_075,134,1073.76,15000
2023-03-18,POS_076,134,1088.14,15000
2023-03-18,POS_077,134,1093.57,15000
2023-03-18,POS_078,134,1151.83,15000
2023-03-18,POS_079,180,1149.23,15000
2023-03-18,POS_080,180,1051.24,15000
2023-03-18,POS_081,180,1299.59,15000
2023-03-18,POS_082,180,1298.54,15000
2023-03-18,POS_083,180,1333.41,15000
2023-03-18,POS_084,180,761.94,15000
2023-03-18,POS_085,180,1017.41,15000
2023-03-18,POS_086,180,754.75,15000
2023-03-18,POS_087,180,977.06,15000
2023-03-18,POS_088,180,723.32,15000
2023-03-18,POS_089,180,737.9,15000
2023-03-18,POS_090,180,739.9,15000
2023-03-18,POS_091,180,717.99,15000
2023-03-18,POS_092,180,734.93,15000
2023-03-18,POS_093,180,711.37,15000
2023-03-18,POS_094,180,706.24,15000
2023-03-18,POS_095,180,962.53,15000
2023-03-18,POS_096,180,1124.78,15000
2023-03-19,POS_001,180,864.86,15000
2023-03-19,POS_002,180,902.45,15000
2023-03-19,POS_003,149,899.97,15000
2023-03-19,POS_004,149,894.9,15000
2023-03-19,POS_005,149,893.87,15000
2023-03-19,POS_006,149,893.49,15000
2023-03-19,POS_007,149,892.67,15000
2023-03-19,POS_008,149,891.35,15000
2023-03-19,POS_009,149,890.32,15000
2023-03-19,POS_010,149,894.51,15000
2023-03-19,POS_011,149,895.3,15000
2023-03-19,POS_012,149,894.79,15000
2023-03-19,POS_013,149,894.23,15000
2023-03-19,POS_014,149,893.74,15000
2023-03-19,POS_015,149,893.63,15000
2023-03-19,POS_016,149,881.61,15000
2023-03-19,POS_017,149,1189.15,15000
2023-03-19,POS_018,149,1361.19,15000
2023-03-19,POS_019,149,1363.28,15000
2023-03-19,POS_020,149,1360.2,15000
2023-03-19,POS_021,149,1364.42,15000
2023-03-19,POS_022,149,1363.4,15000
2023-03-19,POS_023,149,1363.19,15000
2023-03-19,POS_024,149,1361.78,15000
2023-03-19,POS_025,149,1359.64,15000
2023-03-19,POS_026,149,1361.39,15000
2023-03-19,POS_027,149,1361.66,15000
2023-03-19,POS_028,134,1366.95,15000
2023-03-19,POS_029,134,1322.56,15000
