Time,Data
2025-03-28:NEG_090,1209.2
2025-03-28:NEG_091,1208.49
2025-03-28:NEG_092,1203.82
2025-03-28:NEG_093,1179.83
2025-03-28:NEG_094,1233.75
2025-03-28:NEG_095,1234.07
2025-03-28:NEG_096,1226.1
2025-03-29:NEG_001,1317.51
2025-03-29:NEG_002,1317.72
2025-03-29:NEG_003,1317.2
2025-03-29:NEG_004,1317.65
2025-03-29:NEG_005,1315.03
2025-03-29:NEG_006,1336.16
2025-03-29:NEG_007,1335.87
2025-03-29:NEG_008,1335.27
2025-03-29:NEG_009,1334.03
2025-03-29:NEG_010,1334.9
2025-03-29:NEG_011,1334.63
2025-03-29:NEG_012,1335.46
2025-03-29:NEG_013,1335.33
2025-03-29:NEG_014,1335.79
2025-03-29:NEG_015,1335.58
2025-03-29:NEG_016,1395.9
2025-03-29:NEG_017,1351.17
2025-03-29:NEG_018,1310.26
2025-03-29:NEG_019,1309.19
2025-03-29:NEG_020,1309.85
2025-03-29:NEG_021,1312.78
2025-03-29:NEG_022,1316.68
2025-03-29:NEG_023,1316.24
2025-03-29:NEG_024,1315.02
2025-03-29:NEG_025,1305.16
2025-03-29:NEG_026,1310.74
2025-03-29:NEG_027,1309.82
2025-03-29:NEG_028,1303.77
2025-03-29:NEG_029,1303.97
2025-03-29:NEG_030,1320
2025-03-29:NEG_031,1334.59
2025-03-29:NEG_032,1345.34
2025-03-29:NEG_033,1486.89
2025-03-29:NEG_034,1491.83
2025-03-29:NEG_035,1491.67
2025-03-29:NEG_036,1489.41
2025-03-29:NEG_037,1564.58
2025-03-29:NEG_038,1567.8
2025-03-29:NEG_039,1503.88
2025-03-29:NEG_040,1502.82
2025-03-29:NEG_041,1499.15
2025-03-29:NEG_042,1498.33
2025-03-29:NEG_043,1546.21
2025-03-29:NEG_044,1501.93
2025-03-29:NEG_045,1494.7
2025-03-29:NEG_046,1498.55
2025-03-29:NEG_047,1489.32
2025-03-29:NEG_048,1491.27
2025-03-29:NEG_049,1511.26
2025-03-29:NEG_050,1513.26
2025-03-29:NEG_051,1579.94
2025-03-29:NEG_052,1516.11
2025-03-29:NEG_053,1730.71
2025-03-29:NEG_054,1731.76
2025-03-29:NEG_055,1625.27
2025-03-29:NEG_056,1517.41
2025-03-29:NEG_057,1517.81
2025-03-29:NEG_058,1515.95
2025-03-29:NEG_059,1617.2
2025-03-29:NEG_060,1515.59
2025-03-29:NEG_061,1517.04
2025-03-29:NEG_062,1516.27
2025-03-29:NEG_063,1515.81
2025-03-29:NEG_064,1617.16
2025-03-29:NEG_065,1278.92
2025-03-29:NEG_066,1273.46
2025-03-29:NEG_067,1259.7
2025-03-29:NEG_068,1257.12
2025-03-29:NEG_069,1345.31
2025-03-29:NEG_070,1431.69
2025-03-29:NEG_071,1385.78
2025-03-29:NEG_072,1390.1
2025-03-29:NEG_073,1412.62
2025-03-29:NEG_074,1407.19
2025-03-29:NEG_075,1296.51
2025-03-29:NEG_076,1289.29
2025-03-29:NEG_077,1396.52
2025-03-29:NEG_078,1397.9
2025-03-29:NEG_079,1405.62
2025-03-29:NEG_080,1427.2
2025-03-29:NEG_081,1360.46
2025-03-29:NEG_082,1267.15
2025-03-29:NEG_083,1281.87
2025-03-29:NEG_084,1280.26
2025-03-29:NEG_085,1271.66
2025-03-29:NEG_086,1274.07
2025-03-29:NEG_087,1277.83
2025-03-29:NEG_088,1318.54
2025-03-29:NEG_089,1270.82
2025-03-29:NEG_090,1269.05
2025-03-29:NEG_091,1313.68
2025-03-29:NEG_092,1315.22
2025-03-29:NEG_093,1327.53
2025-03-29:NEG_094,1330.59
2025-03-29:NEG_095,1311.79
2025-03-29:NEG_096,1301.69
2025-03-30:NEG_001,1006.28
2025-03-30:NEG_002,1034.08
2025-03-30:NEG_003,1045.85
2025-03-30:NEG_004,1055.94
2025-03-30:NEG_005,960.3
2025-03-30:NEG_006,962.25
2025-03-30:NEG_007,963.91
2025-03-30:NEG_008,1090.75
2025-03-30:NEG_009,1004.62
2025-03-30:NEG_010,1016.61
2025-03-30:NEG_011,1020.7
2025-03-30:NEG_012,1025.9
2025-03-30:NEG_013,1568.99
2025-03-30:NEG_014,1569.92
2025-03-30:NEG_015,1573.37
2025-03-30:NEG_016,1572.64
2025-03-30:NEG_017,1726.7
2025-03-30:NEG_018,1725.6
2025-03-30:NEG_019,1723.29
2025-03-30:NEG_020,1730.6
2025-03-30:NEG_021,1554.07
2025-03-30:NEG_022,1554
2025-03-30:NEG_023,1556.9
2025-03-30:NEG_024,1555.41
2025-03-30:NEG_025,1707.48
2025-03-30:NEG_026,1706.94
2025-03-30:NEG_027,1707.27
2025-03-30:NEG_028,1707.43
2025-03-30:NEG_029,1508.84
2025-03-30:NEG_030,1502.79
2025-03-30:NEG_031,1499.89
2025-03-30:NEG_032,1510.99
2025-03-30:NEG_033,1506.91
2025-03-30:NEG_034,1504.99
2025-03-30:NEG_035,1490.32
2025-03-30:NEG_036,1475.03
2025-03-30:NEG_037,1486.14
2025-03-30:NEG_038,1478.38
2025-03-30:NEG_039,1598.37
2025-03-30:NEG_040,1480.59
2025-03-30:NEG_041,1479.19
2025-03-30:NEG_042,1488.08
2025-03-30:NEG_043,1478.73
2025-03-30:NEG_044,1480.16
2025-03-30:NEG_045,1548.96
2025-03-30:NEG_046,1546.81
2025-03-30:NEG_047,1546.81
2025-03-30:NEG_048,1548.3
2025-03-30:NEG_049,1537.43
2025-03-30:NEG_050,1653.15
2025-03-30:NEG_051,1634.06
2025-03-30:NEG_052,1452.4
2025-03-30:NEG_053,1481.78
2025-03-30:NEG_054,1495.32
2025-03-30:NEG_055,1436.68
2025-03-30:NEG_056,1409.01
2025-03-30:NEG_057,1355.61
2025-03-30:NEG_058,1349.24
2025-03-30:NEG_059,1349
2025-03-30:NEG_060,1349.16
2025-03-30:NEG_061,1571.69
2025-03-30:NEG_062,1587.43
2025-03-30:NEG_063,1589.97
2025-03-30:NEG_064,1589.32
2025-03-30:NEG_065,1584.94
2025-03-30:NEG_066,1588.15
2025-03-30:NEG_067,1585.71
2025-03-30:NEG_068,1580.93
2025-03-30:NEG_069,1585.5
2025-03-30:NEG_070,1584.15
2025-03-30:NEG_071,1485.17
2025-03-30:NEG_072,1480.05
2025-03-30:NEG_073,1501.4
2025-03-30:NEG_074,1507
2025-03-30:NEG_075,1499.88
2025-03-30:NEG_076,1498.75
2025-03-30:NEG_077,1189.39
2025-03-30:NEG_078,1184.23
2025-03-30:NEG_079,1181.09
2025-03-30:NEG_080,1178.66
